"Zeitstempel","Name up to three movies from the 90s","Name up to three actors","Name up to three music genres","Name up to three books","Name up to three (book) authors","Name up to three politicians","Name up to three US presidents","Name up to three cities","Name up to three lakes","Name up to three mountains","Name up to three european capital cities","Name up to three european countries","Name up to three asian countries","Name up to three continents","Name up to three birds","Name up to three african animals","Name up to three pieces of furniture","Name up to three vegetables","Name up to three types of fast food","Name up to three landmarks/sights in Europe","Name up to three companies listed in the DAX (German stock index)","Name up to three US companies","Name up to three US tech companies","What is your age?","What gender do you identify with?","What is the highest degree you have completed?","Which country are you from?"
"2022/03/05 7:56:00 AM MEZ","Se7en, Twister, The Mummy","Robert De Niro, Humphrey Bogart, Jack Nicholson","Rock, Metal, Punk","Shinig, The Stand, A Brief History of Time","Steven King, Steve Jobs, Stephen Hawking","Scholz, Putin, Macron","Reagan, G.H. Bush, G.W.Bush","Mannheim, Heidelberg, Hamburg","Titisee, Chiemsee, Lake Geneva","Zugspitze, Feldberg, Eiger","Paris, Lissabon, Berlin","Germany, France, Italy","China, Japan, indonesia","Asia, Europe, Africa","Owl, Blackbird, Buzzard","Lion, Elephant, Buffalo","Table, Chair, Armchair","Tomato, Cucumber, Carrot","Taco, Pizza, Ice Cream","Notre-Dame, Versailles, Big Ben","SAP, Linde, VW","Walmart, Amazon, Apple","Amazon, Alphabet, Apple","51","Male","High school degree or equivalent","Germany"
"2022/03/05 8:50:11 AM MEZ","Fast and the Furious, Matrix","Schweiger, Diesel, Walker","Rap, Trap, Hardstyle","Friedhof der Kuscheltiere, Fluggast 7A, Es","King, Fitzek","Merkel, Schröder, Obama","Obama, Clinton, Trump","Heidelberg, Mannheim, Stuttgart","Bodensee, Breitenauer See, Lago Maggiore","Mount Blanc, Mount Everest, Zugspitze","Berlin, Paris, London","Frankreich, Dänemark, Schweiz","Vietnam, Thailand, Kambodscha","Nordamerika, Südamerika, Asien","Amsel, Drossel, Fink","Giraffe, Leopard, Löwe","Sideboard, Schrank, Nachttisch","Gurke, Tomate, Paprika","Burger, Pizza, Chinesisch","Bodensee, Nordsee, Sylt","BASF, Daimler, Deutsche Wohnen","Apple, Amazon, Tesla","Apple, Amazon, Tesla","26","Male","High school degree or equivalent","Deutschland"
"2022/03/07 6:12:03 PM MEZ","Fight Club, Pretty Woman, Matrix","Brad Pitt, Angelina Jolie, Jennifer Aniston","Pop, Techno, Classical Music","Harry Potter, Lord of the Rings, the Bible","Stephenie Meyer, Madeline Miller, J. K. Rowling","Merkel, Scholz, Lindner","Obama, Trump, Bush","Berlin, New York, London","Garda Lake, Müggelsee, Züricher See","Kilimanjaro, Kreuzberg, Mount Everest","Paris, London, Berlin","Germany, France, UK","China, Japan, South Korea","Europe, America, Africa","Crow, Pigeon, Eagle","Elephant, Zebra, Lion","Table, Chair, Bed","Tomato, Cucumber, Bellpepper","French Fries, Burger, Pizza","Eiffel Tower, Big Ben, Berliner Fernsehturm","VW, BMW, Lufthansa","Facebook, Apple, Google","Facebook, Apple, Google","27","Male","Bachelor's degree","Germany"
"2022/03/08 10:23:58 PM MEZ","","Leonardo DiCaprio, Jennifer Lawrence","Pop, Rock, Rap","Harry Potter, Lord of the Rings, Kafka","J.K.Rowling, Arthur Conan Doyle","Schröder, Trump, Bush","Barack Obama, Donald Trump","Köln, Düsseldorf, Frankfurt","Victoria, Bodensee","Everest, Zugspitze, Mont Blanc","Berlin, Paris, Madrid","Germany, France, Spain","China, Vietnam, Japan","Afrika, Europe","Eagle, Hawk","Zebra, Elefant, Giraffe","bed, cupboard","Coliflour, Asparagus, Carrot","burger, pizza, sandwich","Eiffel Tour, Brandenburger Tor, Schloss Neuschwanstein","Daimler, VW, BASF","Google, Facebook","Meta, Alphabet, Netflix","25","Male","Master's degree","Germany"
"2022/03/09 1:43:28 PM MEZ","Pulp Fiction, Home Alone, Seven","Leonardo di Caprio, Tom Hanks, Emma Watson","Hip Hop, Jazz, Indie Pop","Homo Deus, The Intelligent Investor, Dark Matter","Stephen King, Jason Zweig,Yuval Noah Harari","Christian Lindner, Gerhard Schröder, Wladimir Putin","Biden, Trump,Clinton","Heidelberg,Berlin,Madrid","Lake Tahoe, Lake Michigan, Crater Lake","Mount Everest, Kilimanjaro, K2","Madrid, Paris, Berlin","Spain,Poland,Sweden","China,Japan, South Korea","Africa,Asia,Europe","Eagle","Lion,Giraffe,Zebra","Chair, Table, Fridge","Tomatoe, Brokkoli, Paprika","Burger, Sushi, Tacos","Eiffel Tower, Brandenburg Gate, colosseum","Adidas AG, Linde PLC, Siemens AG","Apple, Berkshire Hathaway, Tesla","Apple, Facebook, Tesla","25","Male","Bachelor's degree","Germany"
"2022/03/09 1:45:00 PM MEZ","Star Wars, Titanic, Matrix ","The rock, Adam sandler, Kevin hart ","Pop, Rock, Jazz ","Das Parfüm, Faust 1, die Physiker ","Astrid Lindgren, J K Rowling, Johann W. Goethe","Joe biden, Olaf Scholz, Annalena Baerbock","Donald Trump, joe biden, barack obama ","Peking Moskau Oslo ","Viktoria See, baikalsee, Bodensee ","Kilimandscharo, Mount Everest, Zugspitze ","Valetta, Dublin, Reykjavik","Norwegen, Irland, Schweden ","China, Mongolei, Vietnam ","Europa, Asian, Afrika ","Eisvogel, Kranich, Wellensittich","Löwe, Elefant, Giraffe ","Schreibtisch, Kleiderschrank, Garderobe ","Gurke, Paprika, Karotte ","Burger, Hot Dog, Döner ","Eiffelturm, elbphilharmonie, Kolosseum ","Adidas, SAP, Lufthansa ","Tesla, Alphabet, Apple ","Tesla, SpaceX, Nasa","21","Male","High school degree or equivalent","Germany "
"2022/03/09 2:22:23 PM MEZ","Jurrasic Park , Back to the Future, Titanic ","Jennifer Lawrence, Brad Pit, Sandra Bullock ","Pop, metal, edm ","Harry Potter 1, Der Herr der Ringe 1, Der Wüstenplanet 1","Nicolas Sparks, J.K Rowling, Tolkien ","Angela Merkel, Jens Spahn, Phillip Amthor ","Bill Clinton, Barack Obama, Donald Trump","Mannheim, Heidelberg, Weinheim ","Bodensee, Chiemsee, gardasee ","Everest, Zugspitze, K2","Berlin, Madrid, rome ","Germany, Italy, Spain","Malaysia, China , Japan ","Europe, Usa, Africa","Rotkehlchen, Elster , Taube","Elefant, Giraf , Zebra","Chair, table , bed ","Tomatoe, Paprika, Zucchini","Burger, fries, Pizza ","Heidelberger schloss, sagrada familia, alhambra ","Adidas , Pfizer, Henkel ","Apple, Microsoft, ","Apple , Microsoft, Tesla ","23","Female","Bachelor's degree","Germany "
"2022/03/09 2:35:39 PM MEZ","Batman, pretty woman, free Willy ","Kristen Stewart, Tom Holland, Robert Pattinson ","Techno, Pop, Rock ","The lord of the rings, twilight, bibel","Rowling, Tolstoy, Stephen king ","Merkel, Schröder, Obama","Trump, Obama, Kennedy ","New York, Amsterdam, Berlin ","Lake Constance, Silbersee, Albsee","Zugspitze, Mount Everest, Ural ","Berlin, Paris, Rome","France, germany, Italy ","China, Vietnam, Japan ","Africa, America, Europe ","Duck, eagle, sparrow","Elefant, Zebra, Lion ","Chair, table, couch ","Avocado, broccoli, carrot","Hamburger, Sandwich, Pizza ","Eiffelturm, Brandenburger Tor, Kolosseum ","BASF, DB, Bosch ","Apple, Levis, Amazon ","Apple, Microsoft, Intel","28","Female","Master's degree","Germany"
"2022/03/09 3:33:01 PM MEZ","","Hugh Jackman, Emma Stone, Ryan Reynolds","Swing, Jazz, Rap","Harry Potter","Joanne K. Rowling, Sebastian Fitzek, Daniel Kahnemann","Christian Lindner","Biden, Trump, Obama","Berlin, Hannover, Heidelberg","Gardasee","Zugspitze","London, Wien, Sofia","Sweden, Austria, Portugal","China","Afrika, Asia, Europe","Owl","Giraffe","Chair","Potato, bean, Lentil","Burger, Fries, Milkshake","Eiffel Tower, Buckingham Palace, Arc de Triumphe","SAP, Porsche, Miele","Apple ","Apple, Microsoft, SpaceC","25","Female","Master's degree","Germany"
"2022/03/09 7:32:54 PM MEZ","Matrix, Forrest Gump, Home alone ","Leonardo DiCaprio, Tom Hanks, Matthew Mcconaughey","Punk rock, psychedelic rock, jazz","Harry Potter, Moby Dick, The Catcher in the Rye","Alexandre Dumas, Victor Hugo, Yuval Harari","Nelson Mandela, Angela Merkel, Emmanuel Macron "," Obama, Lincoln, Baiden ","Berlin, Tokyo, London ","Laggo Maggiore, Baikal, Tahoe ","Dolomites, Alps, Carpathian Mountains ","Paris, Kopenhagen, Brussels ","Poland, Slovakia, France","China, South Korea, Japan","Eurasia, Afrika, North America ","Stork, Pigeon, Colibri","Lion, Elefant, Zebra ","Chair, table, couch ","Cucumber,  Broccoli, Carrot","Burger, Dönner, Falafel","Place of Versailles, Roman Forum, Sagrada Familia","Volkswagen, SAP, Daimler","Apple, Google, Amazon ","Salesforce, Oracle, Microsoft ","25","Female","Bachelor's degree","Russia"
"2022/03/09 11:17:30 PM MEZ","Pretty Woman, Ghost, Es","Elyas M‘Barek, Daniel Radcliffe, Mark Wahlberg","Hardstyle, Techno, House ","Passanger 23, the Therapy, Noah","Stephen King, J.K Rowling, Sebastian Fitzek","Merkel, Scholz, Lauterbach","Obama, Bush, Biden","Mönchengladbach, Hamburg, Munich","Chiemsee, Eibsee, Bodensee","Zugspitze, Matterhorn, Mount Everest","Lisbon, Warsaw., Rome","Germany, Iceland, Norway","Indonesia, Sri Lanka, Thailand","Africa, Asia, Australia","Budgie, parrot, Eagle","Elephant, Zebra, Hippo","Chair, bed, table ","Cucumber, Mushroom, avocado","Pizza, Burger, Döner","Petersdome, Akropolis, Big Ben","Fresenius, SAP, Allianz ","Apple, Walmart, Amazon ","IBM, Apple, Microsoft ","24","Female","High school degree or equivalent","Germany "
"2022/03/09 11:39:49 PM MEZ","Kevin alone at Home, Star Wars, Harry Potter","Leonardo DiCaprio, Will Smith, Till Schweiger","Jazz, Hip-Hop, Rock","Bibel, die Leiden des jungen Wärter, Faust","J.K Rowling, Astrid Lindgren, Sebastian Fitzen","Olaf Scholz, Norbert Röttgen, Donald Trump","Joe Biden, Donald Trump, George  ush","Heidelberg, Leimen, Mannheim","Lake Michigan, Lake Konstanz, Aral lake","Mount Everest, Zugspitze, Katzenbuckel","Berlin, Kiew, Warschau","Germany, Poland, Spain","China, Vietnam, Japan","Africa, Australia, Europe","Maise, Amsel, Elster","Monkey, Crocodile, Hippo","Chair, Table, Couch","Tomato, Cucumber, Pumpkin","Burger, Pizza, Sushi","Eifeltower, Heidelbergcastle, Berliner Tor","Vw, Mercedes Benz, SAP","Google, Amazon, Microsoft","Google, Apple, Amazon","26","Male","Bachelor's degree","Germany"
"2022/03/10 12:38:47 AM MEZ","Batman, spiderman, Titanic ","Leonardo di Caprio, Orlando Bloom, Channing Tatum","Pop, Rock, House","Harry Potter, Herr der Ringe, Cafe on the edge of the world","Lindgren, Nicholas Sparks, Stephan King","Scholz, Habeck, Van der Leyen","Obama, Trump, Biden","New York, London, Barcelona","Lake of Constance, Eibsee, Alpsee","Mount Everest, mount Blanc, matterhorn","Berlin, Paris, Madrid","Germany, Spain, France ","Indonesia, China, Philipines","Asia, Europe, Africa","Eagle, budgie, parrot","Tiger, elephant, giraffe","Table, chair, couch","Tomato, carrot, paprika","Burger, Pommes, Nuggets","Eiffel Tower, Colosseum, Brandenburger Tor","Apple, Samsung, SAP","Apple, Amazon, Nike","Apple, Microsoft, Facebook ","27","Female","Master's degree","Germany"
"2022/03/10 12:48:08 AM MEZ","Spiderman, Titanic, House of Wax","Eddie Murphy, Leonardo Di Caprio, Tom Hardy","Rap, Rock, Pop","Holy Quran, Risiko, Rich Dad Poor Dad","Rafi Schami, Astrid Lindgren, Stefan Kopetzky","Colin Powell, Joseph Biden, Sarah Wagenknecht","Trump, Kennedy, Lincoln","Munich, Berlin, Hamburg ","Eriesee, Bodensee, Titi Kaka See","Nanga Parbat, K2, Feldberg","Kopenhagen, Paris, Madrid ","Rumänien, Griechenland, Dänemark ","Syria, China, Pakistan","Asia, Europe, Africa","Wellensittich, Türkentaube, Zilpzalp","Giraffe, Elephant, Lion","Chair, table, cupboard ","Cucumber, Tomatos, Paprika","Burger, Döner, Pizza ","Akropolis, Kathedralmoschee Cordoca, Eiffelturm","Benz, SAP, Adidas","Blackrock, Cisco, Alphabet","Amazon, Alphabet, Salesforce","25","Male","Bachelor's degree","Germany "
"2022/03/10 8:54:49 AM MEZ","Titanic, Forrest Gump, Pulp Fiction","Leonardo DiCaprio, Kate Winslet, Jamie Foxx","Techno, House, Heavy Metal","Salems Lot, It, Dune","Stephen King, Hermann Hesse, Ken Follett","Angela Merkel, Cem Özdemir, Frank Walther Steinmeier","Barack Obama, Joe Biden, George W. Bush","Berlin, Paris, Madrid","Griebnitzsee, Krumme Lanke, Schlachtensee","Zugspitze, Matterhorn, K2","Berlin, Paris, Madrid","Germany, Spain, France","Japan, Indonesia, China","Europe, Asia, South America","raven, ostrich, peacock","Elephant, Zebra, Lion","chair, table, bed","Potato, paprika, onion","Burger, hot dog, fries","Eiffeltower, Louvre, coliseum","SAP, BASF, Porsche","Microsoft, Apple, FedEx","Microsoft, Apple, Alphabet","25","Male","High school degree or equivalent","Germany"
"2022/03/10 3:15:08 PM MEZ","Pulp Fiction, Pretty Woman, The Green Mile","Tom Holland, Jonah Hill, Mila Kunis ","R&B, Techno, Rap","Atomic Habits, Normal People, Principals","James Clear, J. K. Rowling, Salley Rooney","Olaf Scholz, Vladimir Putin, Wolodymyr Selenskyj","Barack Obama, Donald Trump, Joe Biden","Berlin, Rome, Sydney","Lake como, lake garda, starnbergersee ","Table Mountain, Zugspitze, Kilimanjaro","Berlin, Amsterdam, Copenhagen","Germany, Poland, Italy","Indonesia, China, Japan","Europe, North America, Africa ","dove, eagle, sparrow","Zebra, Rhino, Aligator","Desk, Couch, Sideboard","Pepper, Broccoli, Spinach","Burger, Pizza, Fries","Brandenburger Tor, Colosseum, Eifeltower  ","Mercedes, SAP, VW","Tesla, Amazon, Apple","Meta, Apple, Alphabet","28","Male","High school degree or equivalent","Germany"
"2022/03/10 5:03:31 PM MEZ","Pretty Woman, Toy Story, Matrix","Robert de Niro, Tom Hanks, Morgen Freeman","Pop, Rock, Classic","Harry Potter, Chronicles of Narnia, Gone with the Wind","Roald Dahl, Jane Austin, JK Rowling","Boris Johnson, Barack Obama, Vladimir Putin","Barack Obama, Joe Biden, George Bush","London, Seville, Rome","Loch Ness, Lake Garda, Lake Michigan","Mount Everest, Matterhorn, Ben Nevis","London, Madrid, Rome","Great Britain, Spain, Germany","China, Japan, Singapore","Europe, Asia, Africa","Blackbird, Robin, Blue tit","Elephant, Giraffe, Zebra","Sofa, Wardrobe, Dining Table","Potatoes, Bell peppers, Mushrooms","Curry, Burger, Kebab","Buckingham Palace, Plaza de Sevilla, Heidelberg Castle","adidas, SAP, Deutsche Telekom","Walmart, Amazon, Target","Microsoft, Apple, Oracle","47","Female","Bachelor's degree","England"
"2022/03/11 5:18:51 PM MEZ","Matrix, Men in Black, The Usual Suspects","Tom Hanks, David Hasselhoff, Dwayne Johnson","Hip-Hop, Metal, Jazz","Wolfsblut, Yoga Nidra, Jetzt!","Jack London, Astrid Lindgren, Wolfgang Hohlbein","Angela Merkel, Donald Trump, Kim jong un","Barrack Obamo, Abraham Lincoln, George Washington","London, Berlin, Künzelsau"," Lake Constance, Lake Garda","Zugspitze, Kilimanjaro, Mount Everest","London, Berlin, Warsaw","France, Germany, Poland","South Korea, China, India","Asia, Europe, Africa","blackbird, tit, finch","Elephant, water buffalo, rhino","Chair, Table, Sofa","Tomato, Cucumber, Capsicum","Hamburger, Cheeseburger, Chips","Eiffel Tower, Zugspitze, Bodensee","Linde, Bayer, Heidelberg Cement","Alphabet, Apple, Pinterest","Alphabet, Apple, Pinterest","38","Male","Bachelor's degree","Germany"
"2022/03/14 3:43:30 AM MEZ","Mission Impossible/Harry Potter/The Lord of the Rings","Tom Cruise/Angelina Jolie/Julie Andrews","Barroco/Classicism/Romance","Tao and Teh/The Story of Art/Oliver Twist","Lao Zi/Louisa May Alcott/Grimm","Trump/Obama/Clinton","Trump/Obama/Roosevelt","Shanghai/Beijing/London","West Lake/Peyto Lake/Wolfgangsee","Himalayan/Alps/Kilimanjaro","Berlin/London/Paris","Germany/GB/France","China/Japan/Korean","Asia/Europe/Africa","Robin/Nightingale/Seagull","Lion/Elephant/Tiger","Sofa/Table/Chair","Potato/Tomato/Cucumber","Hamburger/Fried Chips/Chicken","Alps/The Eiffel Tower/Big Ben","SAP/VW/BASF","Tesla/JP Morgan/GM","HP/Oracle/Dell","40","Female","Bachelor's degree","China"
"2022/03/15 9:08:27 AM MEZ","Matrix, Star wars, Lion King","Leonardo Di Caprio, Will Smith, Robert De Niro","Pop, Rock, Hip Hop","Kite Runer, Forty rules of love, Sapiens","J K Rowling, Khaled Hosseini, Nicholas Sparks","Putin, Bush, Trump","Bush, Trump, Biden","Rome, Mannheim, Paris","Königsee, ","K2, Everest, Nanga Parbat","Helsinki, Berlin, Rome","Germany, Itsly, Spain","China, Russia, Pakistan ","America, Europe, Asia","","Zebra, Elephant, Lion","Cupboard, Dining table, Sofas","Pumpkin, Broccolli, Eggplant","Mcdonalds, Buger King, KFC","Eifel Tower, Nueschwanstein Castle, Charles Bridge","BASF, SAP, Covestro","Apple, Amazon, Microsoft","Apple, Microsoft, Amazon","28","Female","High school degree or equivalent","Pakistan"
"2022/03/15 12:02:58 PM MEZ","Star Wars, Notting Hill, The Silence of the Lambs","Tom Hanks, Robin Williams, Julia Roberts","pop, rock, hiphop","Bible, Catcher in the rhye, Glennkill","Haruki Murakami, Thomas Mann, Stieg Larsson","Merkel, Putin, Biden","Biden, Obama, Trump","Mannheim, Stuttgart, Munich","Lake Constance, Lake Erie, Lake Titikaka","Mount Everest, K2, Mont Blanc","Berlin, Paris, London","Germany, France, Austria","China, Russia, Japan","europe, africa, asia","blackbird, sparrow, tit","lion, elephant, giraffe","sofa, desk, bed","broccoli, spinach, carrot","burger, fries, pizza","Eiffel Tower, Brandenburg Gate, St. Peters's Basilica","SAP, BASF, Daimler","Google, Tesla, Amazon","Facebook, Google, Amazon","48","Female","Diplom","Germany"
"2022/03/16 11:40:28 AM MEZ","Lion King, American Pie, Kevin - Home Alone","Robert Downey Jr., Jennifer Aniston, Kevin James","R&B, Pop, Rap","Playlist, Hunger Games, Die Bestimmung","Sebastian Fitzek, JP Kraemer, J.K. Rowling","Barack Obama, Angela Merkel, Nelson Mandela","Barack Obama, John F. Kennedy, Abraham Lincoln","Munich, Reykjavik, Lisbon","Lake Constance (Bodensee), Loch Ness, Lake Garda (Gardasee)","K2, Grossglockner, Zugspitze","Reykjavik, Oslo, Helsinki ","Iceland, Sweden, Portugal","Japan, India, Nepal","Europe, Australia, Antarctic","falcon, parrot, eagle","lion, elephant, hippo","bed, couch, cabinet ","paprika, potato, onion","Burger, Pizza, Pommes","eiffel tower, coliseum, brandenburg gate","Adidas, Allianz, BMW","Ford, Amazon, Apple","Apple, Microsoft, Google","26","Male","Less than a high school degree","germany"
"2022/03/16 7:51:49 PM MEZ","Prinzessin Mononoke, Pulp Fiction, Seven ","Chris Evans, Sebastian Stan, Jensen Ackles ","Rock, Soul, Jazz ","Wer die Nachtigall stört, Das Geschenk, Harry Potter und die Kammer des Schreckens","Fitzgerald, Astrid Lindgren, Walter Moers","Merkel, Obama, Hitler ","Lincoln, Bush, Obama ","Jaipur, Berlin, Heidelberg ","Lake Michigan, Bodensee, Tittikakasee","Mount Everest, Zugspitze, Stetind","Berlin, Sofia, Helsinki ","Germany, Poland, Spain ","Thailand, India, Russia ","Europe, Australia, Africa ","Eule, Rabe, Kolibri ","Zebra, Knu, Afrikanischer Elefant ","Couch, Bed, drawers ","Tomato cucumber garlic","Burger, Hot Dog, French Fries ","Eifeltour, Brandenburger Tor, Rakotzbrücke","Meta, teslar, apple ","Amazon, Tiffany & Co., Whole Foods","Meta, apple, Microsoft ","26","Female","High school degree or equivalent","Germany"
"2022/03/17 2:47:38 PM MEZ","Clueless, The Wedding Singer, and Misery","Chris Pratt, Brad Pitt, Matt Damon ","Indie, Classical, and pop","Lord of the Rings, Harry Potter and the Sorcerer's Stone, and Breakfast of Champions ","Tolkien, Rowling, and Vonnegut","Joe Biden, Barrack Obama, Hilary Clinton","Washington, Lincoln, and Kennedy","Pittsburgh, Las Vegas, and London","Erie, Michigan, Huron","Alps, Rockies, and Pyrenees","Paris, Lisbon, and Berlin ","Whales, Germany, and France","India, China, and Turkey","Australia, Europe, and Asia","cardinal, robin, and wren","elephant, hyena, and hippo","Couch, table, and bed","broccoli, carrots, and green beans","McDonalds, Wendy's Arby's","Big Ben, Loch Ness, and Eifel Tower","Adidas, Bayer, and BMW","Craft Heinz, Amazon, and Apple","Microsoft, Verizon, and Netflix","45","Female","Bachelor's degree","U.S.A."
"2022/03/17 4:00:36 PM MEZ","10 things i hate about you, my girl","michelle keegan, david walliams","carrot, mushroom, pepper","play dead, catch, this is going to hurt a bit","harlan coben, meg carter, giovanna fletcher","Borris Johnson, Theresa May, Tony Blair","Trump, biden, kennedy","birmingham, nice, amsterdam","Loch ness, windemere","val d'sere, etna, ","barcelona, london, dublin","italy, spain, france","thailand, cambodia, japan","europe, australasia, africa","magpie, crow, robin","elephant, lion, antelope","bed, wardrobe, desk","","burgers, fries, pizza","eiffel tower, mannekin de pis, big ben","don't know","amazon, apple","apple, amazon, microsoft","23","Female","Master's degree","england"
"2022/03/17 5:04:05 PM MEZ","Clueless ","Jennifer Aniston, Brad Pitt, Angelina Jolie","Techno, Rock, House","Harry Potter, A curious incident of a dog in the night time, notes on a nervous planet","Charlotte Brontë, Benedict Wells, Jane Austen","Gerhard Schröder, Angela Merkel ","Biden, Bush, Kennedy","Berlin, Hamburg, Munich ","Lake constance","Zugspitze, Watzmann, Feldberg","London, Paris, Berlin","Italy, Spain, France ","Thailand, Japan","Asia, Africa, America","Seagull, robyn, sparrow ","Antelope, lion, elefant ","Chair, desk, lamp ","Carot, eggplant, brokkoli ","Burger, Pizza, Hot dogs ","Eiffel tower, Tower Bridge, Brandenburger Tor","","Amazon, Apple","Apple, Microsoft, Amazon","26","Female","Bachelor's degree","Germany"
"2022/03/20 12:46:31 PM MEZ","Chocolat, Cinema Paradiso, The Silence of the Lambs","Daniel Craig, Juliette Binoche, julia Roberts","Jazz, Classic, Heavy Metal","Der Tod in Venedig, Eine kurze Geschichteder Zeit, Das Parfum","Thomas Mann, Günter Grass, Franz Kafka","Caesar, Napoleon, Putin","lincoln, Kennedy, Trump","Paris, Berlin, Rom","Lake Louise, Lake Geneva, Lake Constanco","Matterhorn, Großglockner, Zugspitze","Paris, Berlin, Rom","Germany, Spain, Italian","Thailand, China, Indien","europe, asia, africa","Eagle, Swallow, Pigeon","Lion, Giraffe, Rhinoceros","Barcelona Chair, Diamond Chair, Le Corbusier LC4","Beans, Peas Carrots","Burger, Hot Dog, Taco","Eifelturm, Brandenburger Tor, Atomuim Brussels","Telekom, BASF, Daimler Group (new)","Ford, McDonald, Wrangler","apple, microsift, netflix","over 60","Female","Dipl.-Ing.","Germany"