uri;cities;p_age;p_gender;p_education;p_country;p_id
http://dbpedia.org/resource/Berlin;berlin;26;Male;Bachelor's degree;germany;0
http://dbpedia.org/resource/New_York_City;new york;26;Male;Bachelor's degree;germany;0
http://dbpedia.org/resource/Moscow;moscow;26;Male;Bachelor's degree;germany;0
http://dbpedia.org/resource/New_York_City;new york;44;Male;Doctorate (e.g. PhD);germany;1
http://dbpedia.org/resource/Amsterdam;amsterdam;44;Male;Doctorate (e.g. PhD);germany;1
http://dbpedia.org/resource/Berlin;berlin;44;Male;Doctorate (e.g. PhD);germany;1
http://dbpedia.org/resource/Paris;paris;46;Male;Bachelor's degree;france;2
http://dbpedia.org/resource/New_York_City;new york;46;Male;Bachelor's degree;france;2
http://dbpedia.org/resource/Istanbul;istanbul;46;Male;Bachelor's degree;france;2
http://dbpedia.org/resource/Berlin;berlin;28;Male;Master's degree;germany;3
http://dbpedia.org/resource/New_York_City;new york;28;Male;Master's degree;germany;3
http://dbpedia.org/resource/Kyiv;kyiv;28;Male;Master's degree;germany;3
http://dbpedia.org/resource/Leuven;leuven;34;Female;Master's degree;switzerland;4
http://dbpedia.org/resource/Chișinău;chisinau;34;Female;Master's degree;switzerland;4
http://dbpedia.org/resource/Moscow;moscow;34;Female;Master's degree;switzerland;4
http://dbpedia.org/resource/Paris;paris;27;Male;Bachelor's degree;germany;5
http://dbpedia.org/resource/Berlin;berlin;27;Male;Bachelor's degree;germany;5
http://dbpedia.org/resource/City_of_London;london;27;Male;Bachelor's degree;germany;5
http://dbpedia.org/resource/Brussels;brussels;27;Male;Master's degree;germany;6
http://dbpedia.org/resource/City_of_London;london;27;Male;Master's degree;germany;6
http://dbpedia.org/resource/Berlin;berlin;27;Male;Master's degree;germany;6
http://dbpedia.org/resource/Berlin;berlin;27;Male;Master's degree;germany;7
http://dbpedia.org/resource/Amsterdam;amsterdam;27;Male;Master's degree;germany;7
http://dbpedia.org/resource/Cologne;cologne;27;Male;Master's degree;germany;7
http://dbpedia.org/resource/Berlin;berlin;28;Male;High school degree or equivalent;germany;8
http://dbpedia.org/resource/City_of_London;london;28;Male;High school degree or equivalent;germany;8
http://dbpedia.org/resource/Belfast;belfast;28;Male;High school degree or equivalent;germany;8
http://dbpedia.org/resource/Heidelberg;heidelberg;29;Male;Master's degree;germany;9
http://dbpedia.org/resource/New_York_City;new york;29;Male;Master's degree;germany;9
http://dbpedia.org/resource/Milan;milan;29;Male;Master's degree;germany;9
http://dbpedia.org/resource/Berlin;berlin;26;Male;Master's degree;germany;10
http://dbpedia.org/resource/Paris;paris;26;Male;Master's degree;germany;10
http://dbpedia.org/resource/Brussels;brussels;26;Male;Master's degree;germany;10
http://dbpedia.org/resource/Hövelhof;hövelhof;37;Male;Master's degree;germany;11
http://dbpedia.org/resource/Delbrück;delbrück;37;Male;Master's degree;germany;11
http://dbpedia.org/resource/Detmold;detmold;37;Male;Master's degree;germany;11
http://dbpedia.org/resource/Mannheim;mannheim;24;Male;Master's degree;germany;12
http://dbpedia.org/resource/Berlin;berlin;24;Male;Master's degree;germany;12
http://dbpedia.org/resource/Düsseldorf;düsseldorf;24;Male;Master's degree;germany;12
http://dbpedia.org/resource/Berlin;berlin;26;Female;Master's degree;germany;13
http://dbpedia.org/resource/Paris;paris;26;Female;Master's degree;germany;13
http://dbpedia.org/resource/Rome;rome;26;Female;Master's degree;germany;13
http://dbpedia.org/resource/Amsterdam;amsterdam;26;Female;Master's degree;germany;14
http://dbpedia.org/resource/Berlin;berlin;26;Female;Master's degree;germany;14
http://dbpedia.org/resource/Munich;munich;26;Female;Master's degree;germany;14
http://dbpedia.org/resource/Munich;munich;28;Female;Doctorate (e.g. PhD);germany;15
http://dbpedia.org/resource/Berlin;berlin;28;Female;Doctorate (e.g. PhD);germany;15
http://dbpedia.org/resource/Hamburg;hamburg;28;Female;Doctorate (e.g. PhD);germany;15
http://dbpedia.org/resource/San_Francisco;san francisco;25;Male;NaN;germany;16
http://dbpedia.org/resource/Sydney;sydney;25;Male;NaN;germany;16
http://dbpedia.org/resource/Berlin;berlin;25;Male;NaN;germany;16
http://dbpedia.org/resource/New_York_City;new york;31;Female;Master's degree;germany;17
http://dbpedia.org/resource/Rio_de_Janeiro;rio de janeiro;31;Female;Master's degree;germany;17
http://dbpedia.org/resource/Rosenheim;rosenheim;31;Female;Master's degree;germany;17
http://dbpedia.org/resource/Mannheim;mannheim;36;Male;Master's degree;germany;18
http://dbpedia.org/resource/Hamburg;hamburg;36;Male;Master's degree;germany;18
http://dbpedia.org/resource/Munich;munich;36;Male;Master's degree;germany;18
http://dbpedia.org/resource/Kyiv;kyiv;27;Male;Master's degree;germany;19
http://dbpedia.org/resource/Moscow;moscow;27;Male;Master's degree;germany;19
http://dbpedia.org/resource/Freiburg_im_Breisgau;freiburg;27;Male;Master's degree;germany;19
http://dbpedia.org/resource/Berlin;berlin;33;Male;Doctorate (e.g. PhD);germany;20
http://dbpedia.org/resource/City_of_London;london;33;Male;Doctorate (e.g. PhD);germany;20
http://dbpedia.org/resource/Barcelona;barcelona;33;Male;Doctorate (e.g. PhD);germany;20
http://dbpedia.org/resource/New_York_City;new york;26;Male;Bachelor's degree;usa;21
http://dbpedia.org/resource/Philadelphia;philadelphia;26;Male;Bachelor's degree;usa;21
http://dbpedia.org/resource/San_Francisco;san francisco;26;Male;Bachelor's degree;usa;21
http://dbpedia.org/resource/Stockholm;stockholm;44;Female;Doctorate (e.g. PhD);sweden;22
http://dbpedia.org/resource/Paris;paris;44;Female;Doctorate (e.g. PhD);sweden;22
http://dbpedia.org/resource/Rome;rome;44;Female;Doctorate (e.g. PhD);sweden;22
http://dbpedia.org/resource/Vatican_City;vatican city;26;Male;Bachelor's degree;germany;23
http://dbpedia.org/resource/Bangkok;bangkok;26;Male;Bachelor's degree;germany;23
http://dbpedia.org/resource/Moscow;moscow;26;Male;Bachelor's degree;germany;23
http://dbpedia.org/resource/Cologne;cologne;27;Male;Bachelor's degree;nan;24
http://dbpedia.org/resource/Heilbronn;heilbronn;27;Male;Bachelor's degree;nan;24
http://dbpedia.org/resource/Munich;munich;27;Male;Bachelor's degree;nan;24
http://dbpedia.org/resource/Belfast;belfast;23;Male;Bachelor's degree;germany;25
http://dbpedia.org/resource/New_York_City;new york;23;Male;Bachelor's degree;germany;25
http://dbpedia.org/resource/Milan;milan;23;Male;Bachelor's degree;germany;25
http://dbpedia.org/resource/Heilbronn;heilbronn;22;Male;Bachelor's degree;germany;26
http://dbpedia.org/resource/Heidelberg;heidelberg;22;Male;Bachelor's degree;germany;26
http://dbpedia.org/resource/Stuttgart;stuttgart;22;Male;Bachelor's degree;germany;26
http://dbpedia.org/resource/Frankfurt;frankfurt;25;Male;Bachelor's degree;germany;27
http://dbpedia.org/resource/Berlin;berlin;25;Male;Bachelor's degree;germany;27
http://dbpedia.org/resource/Munich;munich;25;Male;Bachelor's degree;germany;27
http://dbpedia.org/resource/Straubing;straubing;27;Male;Master's degree;germany;28
http://dbpedia.org/resource/Almería;almería;27;Male;Master's degree;germany;28
http://dbpedia.org/resource/Bammental;bammental;27;Male;Master's degree;germany;28
http://dbpedia.org/resource/Kolkata;calcutta;30;Male;Bachelor's degree;usa;29
http://dbpedia.org/resource/Shanghai;shanghai;30;Male;Bachelor's degree;usa;29
http://dbpedia.org/resource/Washington,_D.C.;washington, d.c.;30;Male;Bachelor's degree;usa;29
http://dbpedia.org/resource/Munich;munich;28;Male;Master's degree;germany;30
http://dbpedia.org/resource/Münster;münster;28;Male;Master's degree;germany;30
http://dbpedia.org/resource/Hamburg;hamburg;28;Male;Master's degree;germany;30
http://dbpedia.org/resource/New_York_City;new york;38;Female;Doctorate (e.g. PhD);greece;31
http://dbpedia.org/resource/Athens;athens;38;Female;Doctorate (e.g. PhD);greece;31
http://dbpedia.org/resource/Beijing;beijing;38;Female;Doctorate (e.g. PhD);greece;31
http://dbpedia.org/resource/Berlin;berlin;28;Male;Master's degree;germany;32
http://dbpedia.org/resource/Paris;paris;28;Male;Master's degree;germany;32
http://dbpedia.org/resource/Rome;rome;28;Male;Master's degree;germany;32
http://dbpedia.org/resource/Seville;seville;26;Male;Bachelor's degree;germany;33
http://dbpedia.org/resource/Hong_Kong;hong kong;26;Male;Bachelor's degree;germany;33
http://dbpedia.org/resource/City_of_London;london;26;Male;Bachelor's degree;germany;33
http://dbpedia.org/resource/Berlin;berlin;19;Male;High school degree or equivalent;germany;34
http://dbpedia.org/resource/Hamburg;hamburg;19;Male;High school degree or equivalent;germany;34
http://dbpedia.org/resource/Munich;munich;19;Male;High school degree or equivalent;germany;34
http://dbpedia.org/resource/Berlin;berlin;25;Female;Bachelor's degree;germany;35
http://dbpedia.org/resource/Brunswick,_Georgia;brunswick;25;Female;Bachelor's degree;germany;35
http://dbpedia.org/resource/Heidelberg;heidelberg;24;Female;Master's degree;germany;36
http://dbpedia.org/resource/Mannheim;mannheim;24;Female;Master's degree;germany;36
http://dbpedia.org/resource/Frankfurt;frankfurt;24;Female;Master's degree;germany;36
http://dbpedia.org/resource/Berlin;berlin;25;Male;Bachelor's degree;germany;37
http://dbpedia.org/resource/Munich;munich;25;Male;Bachelor's degree;germany;37
http://dbpedia.org/resource/Hamburg;hamburg;25;Male;Bachelor's degree;germany;37
http://dbpedia.org/resource/Munich;munich;64;Male;Doctorate (e.g. PhD);austria;38
http://dbpedia.org/resource/New_York_City;new york;64;Male;Doctorate (e.g. PhD);austria;38
http://dbpedia.org/resource/Tokyo;tokyo;64;Male;Doctorate (e.g. PhD);austria;38
http://dbpedia.org/resource/Mannheim;mannheim;24;Male;Bachelor's degree;germany;39
http://dbpedia.org/resource/Frankfurt;frankfurt;24;Male;Bachelor's degree;germany;39
http://dbpedia.org/resource/Darmstadt;darmstadt;24;Male;Bachelor's degree;germany;39
http://dbpedia.org/resource/Munich;munich;31;Male;Bachelor's degree;germany;40
http://dbpedia.org/resource/Hamburg;hamburg;31;Male;Bachelor's degree;germany;40
http://dbpedia.org/resource/City_of_London;london;31;Male;Bachelor's degree;germany;40
http://dbpedia.org/resource/Paris;paris;25;Female;Bachelor's degree;germany;41
http://dbpedia.org/resource/City_of_London;london;25;Female;Bachelor's degree;germany;41
http://dbpedia.org/resource/Barcelona;barcelona;25;Female;Bachelor's degree;germany;41
http://dbpedia.org/resource/Milan;milan;28;Female;Bachelor's degree;germany;42
http://dbpedia.org/resource/Tarifa;tarifa;28;Female;Bachelor's degree;germany;42
http://dbpedia.org/resource/Malmö;malmö;28;Female;Bachelor's degree;germany;42
http://dbpedia.org/resource/Paris;paris;37;Female;Master's degree;germany;43
http://dbpedia.org/resource/Berlin;berlin;37;Female;Master's degree;germany;43
http://dbpedia.org/resource/Tokyo;tokyo;37;Female;Master's degree;germany;43
http://dbpedia.org/resource/Madrid;madrid;50;Female;High school degree or equivalent;germany;44
http://dbpedia.org/resource/Frankfurt;frankfurt;50;Female;High school degree or equivalent;germany;44
http://dbpedia.org/resource/Belfast;belfast;50;Female;High school degree or equivalent;germany;44
http://dbpedia.org/resource/Rome;rome;28;Female;High school degree or equivalent;germany;45
http://dbpedia.org/resource/Cape_Town;capetown;28;Female;High school degree or equivalent;germany;45
http://dbpedia.org/resource/Potsdam;potsdam;28;Female;High school degree or equivalent;germany;45
http://dbpedia.org/resource/Geldern;geldern;31;Male;Bachelor's degree;germany;46
http://dbpedia.org/resource/Oranienburg;oranienburg;31;Male;Bachelor's degree;germany;46
http://dbpedia.org/resource/Ilmenau;ilmenau;31;Male;Bachelor's degree;germany;46
http://dbpedia.org/resource/City_of_London;london;21;Female;High school degree or equivalent;germany;47
http://dbpedia.org/resource/Paris;paris;21;Female;High school degree or equivalent;germany;47
http://dbpedia.org/resource/Rome;rome;21;Female;High school degree or equivalent;germany;47
http://dbpedia.org/resource/Rome;rome;23;Female;Bachelor's degree;germany;48
http://dbpedia.org/resource/Paris;paris;23;Female;Bachelor's degree;germany;48
http://dbpedia.org/resource/City_of_London;london;23;Female;Bachelor's degree;germany;48
http://dbpedia.org/resource/Berlin;berlin;36;Male;Bachelor's degree;india;49
http://dbpedia.org/resource/Heidelberg;heidelberg;36;Male;Bachelor's degree;india;49
http://dbpedia.org/resource/New_York_City;new york;36;Male;Bachelor's degree;india;49
http://dbpedia.org/resource/Mannheim;mannheim;28;Female;Master's degree;romania;50
http://dbpedia.org/resource/Munich;munich;28;Female;Master's degree;romania;50
http://dbpedia.org/resource/Berlin;berlin;28;Female;Master's degree;romania;50
http://dbpedia.org/resource/New_York_City;new york;19;Female;High school degree or equivalent;germany;51
http://dbpedia.org/resource/City_of_London;london;19;Female;High school degree or equivalent;germany;51
http://dbpedia.org/resource/Barcelona;barcelona;19;Female;High school degree or equivalent;germany;51
http://dbpedia.org/resource/Potsdam;potsdam;19;Female;High school degree or equivalent;germany;52
http://dbpedia.org/resource/Munich;munich;19;Female;High school degree or equivalent;germany;52
http://dbpedia.org/resource/Leipzig;leipzig;19;Female;High school degree or equivalent;germany;52
http://dbpedia.org/resource/Mannheim;mannheim;25;Male;Bachelor's degree;germany;53
http://dbpedia.org/resource/Schwetzingen;schwetzingen;25;Male;Bachelor's degree;germany;53
http://dbpedia.org/resource/Heidelberg;heidelberg;25;Male;Bachelor's degree;germany;53
http://dbpedia.org/resource/Hartford,_Connecticut;hartford;34;Female;Master's degree;france;54
http://dbpedia.org/resource/Enghien-les-Bains;enghienlesbains;34;Female;Master's degree;france;54
http://dbpedia.org/resource/Montreal;montreal;34;Female;Master's degree;france;54
http://dbpedia.org/resource/Zürich;zurich;20;Female;High school degree or equivalent;germany;55
http://dbpedia.org/resource/Prague;prague;20;Female;High school degree or equivalent;germany;55
http://dbpedia.org/resource/Madrid;madrid;20;Female;High school degree or equivalent;germany;55
http://dbpedia.org/resource/Nice;nice;26;Female;Master's degree;france;56
http://dbpedia.org/resource/Lille;lille;26;Female;Master's degree;france;56
http://dbpedia.org/resource/Versailles,_Yvelines;versailles;26;Female;Master's degree;france;56
http://dbpedia.org/resource/Kyiv;kyiv;29;Prefer not to say;Master's degree;germany;57
http://dbpedia.org/resource/Moscow;moscow;29;Prefer not to say;Master's degree;germany;57
http://dbpedia.org/resource/Minsk;minsk;29;Prefer not to say;Master's degree;germany;57
http://dbpedia.org/resource/Paris;paris;31;Male;Master's degree;germany;58
http://dbpedia.org/resource/Berlin;berlin;31;Male;Master's degree;germany;58
http://dbpedia.org/resource/Milan;milan;31;Male;Master's degree;germany;58
http://dbpedia.org/resource/Mannheim;mannheim;23;Male;High school degree or equivalent;germany;59
http://dbpedia.org/resource/Heidelberg;heidelberg;23;Male;High school degree or equivalent;germany;59
http://dbpedia.org/resource/Zürich;zurich;23;Male;High school degree or equivalent;germany;59
http://dbpedia.org/resource/Berlin;berlin;21;Female;High school degree or equivalent;germany;60
http://dbpedia.org/resource/Heidelberg;heidelberg;21;Female;High school degree or equivalent;germany;60
http://dbpedia.org/resource/Paris;paris;21;Female;High school degree or equivalent;germany;60
http://dbpedia.org/resource/Heidelberg;heidelberg;54;Male;High school degree or equivalent;germany;61
http://dbpedia.org/resource/Prague;prague;54;Male;High school degree or equivalent;germany;61
http://dbpedia.org/resource/Lisbon;lisbon;54;Male;High school degree or equivalent;germany;61
http://dbpedia.org/resource/Paris;paris;30;Female;Master's degree;france;62
http://dbpedia.org/resource/City_of_London;london;30;Female;Master's degree;france;62
http://dbpedia.org/resource/New_York_City;new york;30;Female;Master's degree;france;62
http://dbpedia.org/resource/Frankfurt;frankfurt;24;Male;Bachelor's degree;germany;63
http://dbpedia.org/resource/Milan;milano;24;Male;Bachelor's degree;germany;63
http://dbpedia.org/resource/New_York_City;new york;24;Male;Bachelor's degree;germany;63
http://dbpedia.org/resource/Berlin;berlin;17;Male;Less than a high school degree;germany;64
http://dbpedia.org/resource/Frankfurt;frankfurt;17;Male;Less than a high school degree;germany;64
http://dbpedia.org/resource/Gotham_City;gothamcity;17;Male;Less than a high school degree;germany;64
http://dbpedia.org/resource/Waterloo,_Belgium;waterloo;25;Female;High school degree or equivalent;germany;65
http://dbpedia.org/resource/Geneva;geneva;25;Female;High school degree or equivalent;germany;65
http://dbpedia.org/resource/Copenhagen;copenhagen;25;Female;High school degree or equivalent;germany;65
http://dbpedia.org/resource/New_York_City;new york;16;Male;Less than a high school degree;germany;66
http://dbpedia.org/resource/Washington,_D.C.;washington, d.c.;16;Male;Less than a high school degree;germany;66
http://dbpedia.org/resource/Los_Angeles;los angeles;16;Male;Less than a high school degree;germany;66
http://dbpedia.org/resource/Cologne;cologne;21;Male;High school degree or equivalent;germany;67
http://dbpedia.org/resource/Paris;paris;21;Male;High school degree or equivalent;germany;67
http://dbpedia.org/resource/Barcelona;barcelona;21;Male;High school degree or equivalent;germany;67
http://dbpedia.org/resource/Heidelberg;heidelberg;0;Prefer not to say;NaN;nan;68
http://dbpedia.org/resource/Mannheim;mannheim;0;Prefer not to say;NaN;nan;68
http://dbpedia.org/resource/Frankfurt;frankfurt;0;Prefer not to say;NaN;nan;68
http://dbpedia.org/resource/Paris;paris;24;Female;Master's degree;france;69
http://dbpedia.org/resource/Singapore;singapore;24;Female;Master's degree;france;69
http://dbpedia.org/resource/City_of_London;london;24;Female;Master's degree;france;69
http://dbpedia.org/resource/Paris;paris;26;Female;Master's degree;france;70
http://dbpedia.org/resource/City_of_London;london;26;Female;Master's degree;france;70
http://dbpedia.org/resource/Berlin;berlin;26;Female;Master's degree;france;70
http://dbpedia.org/resource/Berlin;berlin;34;Female;Master's degree;germany;71
http://dbpedia.org/resource/City_of_London;london;34;Female;Master's degree;germany;71
http://dbpedia.org/resource/Paris;paris;34;Female;Master's degree;germany;71
http://dbpedia.org/resource/Berlin;berlin;54;Male;Less than a high school degree;germany;72
http://dbpedia.org/resource/Munich;munich;54;Male;Less than a high school degree;germany;72
http://dbpedia.org/resource/Paris;paris;54;Male;Less than a high school degree;germany;72
http://dbpedia.org/resource/Kyiv;kyiv;23;Male;Bachelor's degree;germany;73
http://dbpedia.org/resource/Berlin;berlin;23;Male;Bachelor's degree;germany;73
http://dbpedia.org/resource/Frankfurt;frankfurt;23;Male;Bachelor's degree;germany;73
http://dbpedia.org/resource/Mannheim;mannheim;27;Male;Master's degree;germany;74
http://dbpedia.org/resource/Berlin;berlin;27;Male;Master's degree;germany;74
http://dbpedia.org/resource/Athens;athens;27;Male;Master's degree;germany;74
http://dbpedia.org/resource/Moscow;moscow;25;Male;Bachelor's degree;germany;75
http://dbpedia.org/resource/Kyiv;kyiv;25;Male;Bachelor's degree;germany;75
http://dbpedia.org/resource/Beijing;beijing;25;Male;Bachelor's degree;germany;75
http://dbpedia.org/resource/Paris;paris;27;Female;Master's degree;germany;76
http://dbpedia.org/resource/Rome;rome;27;Female;Master's degree;germany;76
http://dbpedia.org/resource/City_of_London;london;27;Female;Master's degree;germany;76
http://dbpedia.org/resource/Mannheim;mannheim;51;Male;High school degree or equivalent;germany;77
http://dbpedia.org/resource/Heidelberg;heidelberg;51;Male;High school degree or equivalent;germany;77
http://dbpedia.org/resource/Hamburg;hamburg;51;Male;High school degree or equivalent;germany;77
http://dbpedia.org/resource/Heidelberg;heidelberg;26;Male;High school degree or equivalent;germany;78
http://dbpedia.org/resource/Mannheim;mannheim;26;Male;High school degree or equivalent;germany;78
http://dbpedia.org/resource/Stuttgart;stuttgart;26;Male;High school degree or equivalent;germany;78
http://dbpedia.org/resource/Berlin;berlin;27;Male;Bachelor's degree;germany;79
http://dbpedia.org/resource/New_York_City;new york;27;Male;Bachelor's degree;germany;79
http://dbpedia.org/resource/City_of_London;london;27;Male;Bachelor's degree;germany;79
http://dbpedia.org/resource/Cologne;cologne;25;Male;Master's degree;germany;80
http://dbpedia.org/resource/Düsseldorf;düsseldorf;25;Male;Master's degree;germany;80
http://dbpedia.org/resource/Frankfurt;frankfurt;25;Male;Master's degree;germany;80
http://dbpedia.org/resource/Heidelberg;heidelberg;25;Male;Bachelor's degree;germany;81
http://dbpedia.org/resource/Berlin;berlin;25;Male;Bachelor's degree;germany;81
http://dbpedia.org/resource/Madrid;madrid;25;Male;Bachelor's degree;germany;81
http://dbpedia.org/resource/Beijing;beijing;21;Male;High school degree or equivalent;germany;82
http://dbpedia.org/resource/Moscow;moscow;21;Male;High school degree or equivalent;germany;82
http://dbpedia.org/resource/Oslo;oslo;21;Male;High school degree or equivalent;germany;82
http://dbpedia.org/resource/Mannheim;mannheim;23;Female;Bachelor's degree;germany;83
http://dbpedia.org/resource/Heidelberg;heidelberg;23;Female;Bachelor's degree;germany;83
http://dbpedia.org/resource/Weinheim;weinheim;23;Female;Bachelor's degree;germany;83
http://dbpedia.org/resource/New_York_City;new york;28;Female;Master's degree;germany;84
http://dbpedia.org/resource/Amsterdam;amsterdam;28;Female;Master's degree;germany;84
http://dbpedia.org/resource/Berlin;berlin;28;Female;Master's degree;germany;84
http://dbpedia.org/resource/Berlin;berlin;25;Female;Master's degree;germany;85
http://dbpedia.org/resource/Hanover;hanover;25;Female;Master's degree;germany;85
http://dbpedia.org/resource/Heidelberg;heidelberg;25;Female;Master's degree;germany;85
http://dbpedia.org/resource/Berlin;berlin;25;Female;Bachelor's degree;russia;86
http://dbpedia.org/resource/Tokyo;tokyo;25;Female;Bachelor's degree;russia;86
http://dbpedia.org/resource/City_of_London;london;25;Female;Bachelor's degree;russia;86
http://dbpedia.org/page/Mönchengladbach;monchengladbach;24;Female;High school degree or equivalent;germany;87
http://dbpedia.org/resource/Hamburg;hamburg;24;Female;High school degree or equivalent;germany;87
http://dbpedia.org/resource/Munich;munich;24;Female;High school degree or equivalent;germany;87
http://dbpedia.org/resource/Heidelberg;heidelberg;26;Male;Bachelor's degree;germany;88
http://dbpedia.org/resource/Leimen;leimen;26;Male;Bachelor's degree;germany;88
http://dbpedia.org/resource/Mannheim;mannheim;26;Male;Bachelor's degree;germany;88
http://dbpedia.org/resource/New_York_City;new york;27;Female;Master's degree;germany;89
http://dbpedia.org/resource/City_of_London;london;27;Female;Master's degree;germany;89
http://dbpedia.org/resource/Barcelona;barcelona;27;Female;Master's degree;germany;89
http://dbpedia.org/resource/Munich;munich;25;Male;Bachelor's degree;germany;90
http://dbpedia.org/resource/Berlin;berlin;25;Male;Bachelor's degree;germany;90
http://dbpedia.org/resource/Hamburg;hamburg;25;Male;Bachelor's degree;germany;90
http://dbpedia.org/resource/Berlin;berlin;25;Male;High school degree or equivalent;germany;91
http://dbpedia.org/resource/Paris;paris;25;Male;High school degree or equivalent;germany;91
http://dbpedia.org/resource/Madrid;madrid;25;Male;High school degree or equivalent;germany;91
http://dbpedia.org/resource/Berlin;berlin;28;Male;High school degree or equivalent;germany;92
http://dbpedia.org/resource/Rome;rome;28;Male;High school degree or equivalent;germany;92
http://dbpedia.org/resource/Sydney;sydney;28;Male;High school degree or equivalent;germany;92
http://dbpedia.org/resource/City_of_London;london;47;Female;Bachelor's degree;england;93
http://dbpedia.org/resource/Seville;seville;47;Female;Bachelor's degree;england;93
http://dbpedia.org/resource/Rome;rome;47;Female;Bachelor's degree;england;93
http://dbpedia.org/resource/City_of_London;london;38;Male;Bachelor's degree;germany;94
http://dbpedia.org/resource/Berlin;berlin;38;Male;Bachelor's degree;germany;94
http://dbpedia.org/resource/Künzelsau;künzelsau;38;Male;Bachelor's degree;germany;94
http://dbpedia.org/resource/Shanghai;shanghai;40;Female;Bachelor's degree;china;95
http://dbpedia.org/resource/Beijing;beijing;40;Female;Bachelor's degree;china;95
http://dbpedia.org/resource/City_of_London;london;40;Female;Bachelor's degree;china;95
http://dbpedia.org/resource/Rome;rome;28;Female;High school degree or equivalent;pakistan;96
http://dbpedia.org/resource/Mannheim;mannheim;28;Female;High school degree or equivalent;pakistan;96
http://dbpedia.org/resource/Paris;paris;28;Female;High school degree or equivalent;pakistan;96
http://dbpedia.org/resource/Mannheim;mannheim;48;Female;Diplom;germany;97
http://dbpedia.org/resource/Stuttgart;stuttgart;48;Female;Diplom;germany;97
http://dbpedia.org/resource/Munich;munich;48;Female;Diplom;germany;97
http://dbpedia.org/resource/Munich;munich;26;Male;Less than a high school degree;germany;98
http://dbpedia.org/resource/Reykjavík;reykjavik;26;Male;Less than a high school degree;germany;98
http://dbpedia.org/resource/Lisbon;lisbon;26;Male;Less than a high school degree;germany;98
http://dbpedia.org/resource/Jaipur;jaipur;26;Female;High school degree or equivalent;germany;99
http://dbpedia.org/resource/Berlin;berlin;26;Female;High school degree or equivalent;germany;99
http://dbpedia.org/resource/Heidelberg;heidelberg;26;Female;High school degree or equivalent;germany;99
http://dbpedia.org/resource/Pittsburgh;pittsburgh;45;Female;Bachelor's degree;usa;100
http://dbpedia.org/resource/Las_Vegas;las vegas;45;Female;Bachelor's degree;usa;100
http://dbpedia.org/resource/City_of_London;london;45;Female;Bachelor's degree;usa;100
http://dbpedia.org/resource/Birmingham;birmingham;23;Female;Master's degree;england;101
http://dbpedia.org/resource/Nice;nice;23;Female;Master's degree;england;101
http://dbpedia.org/resource/Amsterdam;amsterdam;23;Female;Master's degree;england;101
http://dbpedia.org/resource/Berlin;berlin;26;Female;Bachelor's degree;germany;102
http://dbpedia.org/resource/Hamburg;hamburg;26;Female;Bachelor's degree;germany;102
http://dbpedia.org/resource/Munich;munich;26;Female;Bachelor's degree;germany;102
http://dbpedia.org/resource/Paris;paris;70;Female;Dipl.-Ing.;germany;103
http://dbpedia.org/resource/Berlin;berlin;70;Female;Dipl.-Ing.;germany;103
http://dbpedia.org/resource/Rome;rome;70;Female;Dipl.-Ing.;germany;103
http://dbpedia.org/resource/New_York_City;new york;33;Female;Master's degree;iran;104
http://dbpedia.org/resource/Washington,_D.C.;washington;33;Female;Master's degree;iran;104
http://dbpedia.org/resource/Dublin;dublin;33;Female;Master's degree;iran;104
http://dbpedia.org/resource/New_York_City;new york;59;Male;Doctorate (e.g. PhD);germany;105
http://dbpedia.org/resource/Stockholm;stockholm;59;Male;Doctorate (e.g. PhD);germany;105
http://dbpedia.org/resource/Munich;munich;59;Male;Doctorate (e.g. PhD);germany;105
http://dbpedia.org/resource/Rome;rome;47;Female;Doctorate (e.g. PhD);germany;106
http://dbpedia.org/resource/Bologna;bologna;47;Female;Doctorate (e.g. PhD);germany;106
http://dbpedia.org/resource/Berlin;berlin;47;Female;Doctorate (e.g. PhD);germany;106
http://dbpedia.org/resource/Berlin;berlin;50;Female;Doctorate (e.g. PhD);germany;107
http://dbpedia.org/resource/Munich;munich;50;Female;Doctorate (e.g. PhD);germany;107
http://dbpedia.org/resource/Hamburg;hamburg;50;Female;Doctorate (e.g. PhD);germany;107
http://dbpedia.org/resource/New_York_City;new york;45;Female;Doctorate (e.g. PhD);germany;108
http://dbpedia.org/resource/Hamburg;hamburg;45;Female;Doctorate (e.g. PhD);germany;108
http://dbpedia.org/resource/Bremen;bremen;45;Female;Doctorate (e.g. PhD);germany;108